timestamp,memory_used_MiB
1785111322.2066283,12661
1785111322.74917,12661
1785111323.2955046,12661
1785111323.8293536,12661
1785111324.3757772,12661
1785111324.9198513,12661
1785111325.4519553,12661
1785111325.995805,12661
1785111326.5399256,12661
1785111327.0840209,12661
1785111327.6294644,12661
1785111328.1725192,12661
1785111328.7166653,12661
1785111329.262747,12661
1785111329.8088596,12411
1785111330.3533885,12411
1785111330.8923879,12621
1785111331.4262955,12463
1785111331.959252,12700
1785111332.5021033,12782
1785111333.0467126,12782
1785111333.5909095,12782
1785111334.1550217,15986
1785111334.7085776,15994
1785111335.284776,15994
1785111335.8362148,15993
1785111336.3753855,15991
1785111336.9194982,15991
1785111337.4674423,15957
1785111338.008,15944
1785111338.5596995,15944
1785111339.1038516,15946
1785111339.6523993,15949
1785111340.1939304,15949
1785111340.737583,15949
1785111341.2826114,15949
1785111341.828757,15949
1785111342.3684044,15949
1785111342.9135091,15949
1785111343.456337,15949
1785111343.9987743,15949
1785111344.5409117,15951
1785111345.0769157,15951
1785111345.6203952,15951
1785111346.1631494,15953
1785111346.7115712,15953
1785111347.2570033,15953
1785111347.79979,15953
1785111348.3317518,15962
1785111348.8765476,15962
1785111349.4090915,15972
1785111349.9475067,15954
1785111350.48409,15955
1785111351.03122,15948
1785111351.5774016,15948
1785111352.1281512,15949
1785111352.6840851,15965
1785111353.2332544,15966
1785111353.775275,15968
1785111354.3219333,15968
1785111354.8675885,15968
1785111355.4164152,15946
1785111355.9576066,15946
1785111356.4906733,15944
1785111357.0349472,15943
1785111357.5815089,15929
1785111358.1237571,15934
1785111358.671793,15916
1785111359.217116,15914
1785111359.7482054,15909
1785111360.2950237,15920
1785111360.8405974,15922
1785111361.3855667,15918
1785111361.9316046,15917
1785111362.47799,15923
1785111363.0242417,15940
1785111363.5714102,15926
1785111364.116264,15926
1785111364.6602347,15926
1785111365.2085218,15935
1785111365.7400815,15935
1785111366.2712142,15927
1785111366.8165493,15927
1785111367.3491974,15918
1785111367.8939648,15918
1785111368.4241939,15918
1785111368.957916,15926
1785111369.4945025,15902
1785111370.0275602,15902
1785111370.5715585,15909
1785111371.118384,15909
1785111371.6656377,15909
1785111372.2090826,15909
1785111372.7566788,15909
1785111373.3035219,15908
1785111373.8495584,15908
1785111374.393728,15908
1785111374.9284992,15908
1785111375.4735847,15908
1785111376.0085196,15899
1785111376.5537734,15899
1785111377.0856411,15899
1785111377.6195083,15899
1785111378.16384,15899
1785111378.7099273,15899
1785111379.2416227,15899
1785111379.787193,15899
1785111380.3168442,15899
1785111380.8640592,15899
1785111381.410386,15899
1785111381.9578784,15899
1785111382.50386,15913
1785111383.036376,15917
1785111383.5837328,15917
1785111384.128474,15938
1785111384.673936,15935
1785111385.2215595,15932
1785111385.7609808,15930
1785111386.2989142,15930
1785111386.8341784,15934
1785111387.3762858,15934
1785111387.9089212,15934
1785111388.453016,15929
1785111388.9840522,15929
1785111389.5300531,15929
1785111390.079263,15929
1785111390.6255853,15929
1785111391.174952,15920
1785111391.7236884,15922
1785111392.2692122,15929
1785111392.8183875,15929
1785111393.3574026,15924
1785111393.904046,15928
1785111394.4493265,15927
1785111394.994547,15927
1785111395.5276773,15923
1785111396.0607483,15923
1785111396.6107044,15923
1785111397.1570492,15923
1785111397.7019553,15923
1785111398.2663832,15920
1785111398.8231823,15918
1785111399.4210815,15916
1785111400.1023378,15852
1785111400.7374916,15852
1785111401.4056494,15849
1785111401.9549062,15851
1785111402.504698,15851
1785111403.0508156,15851
1785111403.5960627,15851
1785111404.1419532,15851
1785111404.689122,15851
1785111405.233521,15851
1785111405.7760644,15851
1785111406.3212585,15851
1785111406.8700697,15851
1785111407.4175522,15852
1785111407.9639423,15852
1785111408.5097904,15852
1785111409.0581264,15852
1785111409.6031306,15852
1785111410.1474843,15852
1785111410.6893964,15852
1785111411.2424586,15852
1785111411.7875218,15852
1785111412.3332803,15852
1785111412.8807833,15852
1785111413.4210603,15852
1785111413.9660752,15852
1785111414.5108721,15852
1785111415.0437381,15852
1785111415.5747044,15852
1785111416.1226392,15852
1785111416.6654284,15852
1785111417.2020266,15852
1785111417.7356246,15852
1785111418.2795405,15852
1785111418.823436,15852
1785111419.3562608,15852
1785111420.2729049,15851
1785111420.9146466,15851
1785111421.5991542,15851
1785111422.3502517,15851
1785111423.1636677,15851
1785111423.721716,15851
1785111425.121265,15851
1785111425.8913593,15851
1785111426.4950936,15851
1785111427.31799,15851
1785111428.3241916,15851
1785111429.4168158,15851
1785111430.3109221,15851
1785111430.9588726,15851
1785111431.5032246,15851
1785111432.252899,15851
1785111433.226611,15851
1785111433.7984147,15851
1785111434.5389793,15851
1785111435.2985718,15851
1785111436.2777832,15851
1785111436.9153354,15851
1785111437.4742672,15851
1785111438.1168528,15851
1785111438.8022668,15851
1785111439.4326797,15851
1785111440.0908124,15851
1785111440.6698413,15851
1785111441.4431188,15851
1785111442.5196385,15851
1785111443.4491818,15851
1785111444.4369392,15851
1785111445.1210432,15851
1785111445.8213696,15851
1785111446.5334427,15851
1785111447.457179,15851
1785111448.114747,15851
1785111448.7173402,15851
1785111449.3588648,15851
1785111449.905606,15851
1785111450.436874,15851
1785111450.9718795,15851
1785111451.5159862,15851
1785111452.048059,15851
1785111452.5941894,15851
1785111453.1349337,15851
1785111453.6680171,15851
1785111454.2011325,15851
1785111454.7324789,15851
1785111455.2796307,15847
1785111455.8258374,15858
1785111456.3714154,15858
1785111456.9170785,15885
1785111457.4630806,15880
1785111458.0085258,15879
1785111458.5553484,15879
1785111459.0993052,15879
1785111459.6335652,15870
1785111460.180662,15870
1785111461.1137311,15846
1785111461.668858,15846
1785111462.4703274,15844
1785111463.2397819,15844
1785111463.946344,15844
1785111464.5065196,15844
1785111465.151249,15844
1785111465.8854282,15844
1785111466.6610744,15844
1785111467.557884,15844
1785111468.1654294,15844
1785111468.7470188,15844
1785111469.6629763,15844
1785111470.2469409,15844
1785111470.9659615,15844
1785111471.7900083,15844
1785111472.5966616,15844
1785111473.5837772,15841
1785111474.2172992,15839
1785111474.9363658,15839
1785111475.6548283,15839
1785111476.268527,15839
1785111476.8866642,15839
1785111477.8109229,15839
1785111478.7559638,15839
1785111479.7150435,15839
1785111480.3129373,15839
1785111481.0070984,15839
1785111481.8084853,15839
1785111482.6029136,15839
1785111483.3481617,15839
1785111483.9910364,15839
1785111484.7340415,15839
1785111485.7891793,15839
1785111486.5869067,15838
1785111487.323084,15838
1785111488.0690427,15838
1785111488.6851408,15837
1785111489.2593868,15837
1785111489.8100672,15837
1785111490.358252,15835
1785111490.9005423,15835
1785111491.4317863,15835
1785111491.9651775,15835
1785111492.4996672,15835
1785111493.049927,15835
1785111493.581034,15835
1785111494.1162395,15835
1785111494.649848,15835
1785111495.1820064,15835
1785111495.727335,15835
1785111496.2726016,15835
1785111496.8037784,15835
1785111497.3319542,15835
1785111497.8793585,15835
1785111498.4260771,15835
1785111498.9569669,15835
1785111499.508052,15835
1785111500.0485325,15835
1785111500.5831218,15835
1785111501.1314871,15835
1785111501.6764321,15835
1785111502.2063842,15835
1785111502.7379103,15835
1785111503.2710533,15835
1785111503.8116252,15835
1785111504.3437939,15835
1785111504.8892522,15835
1785111505.4378057,15835
1785111505.9861445,15835
1785111506.526874,15835
1785111507.058369,15835
1785111507.5921595,15835
1785111508.1248798,15835
1785111508.6786947,15835
1785111509.2096522,15835
1785111509.7587178,15835
1785111510.2902925,15835
1785111510.823602,15835
1785111511.3576274,15835
1785111511.8997388,15835
1785111512.4306607,15835
1785111512.9774036,15835
1785111513.5232747,15835
1785111514.07137,15835
1785111514.6181426,15835
1785111515.1504757,15835
1785111515.6847444,15835
1785111516.2302392,15835
1785111516.7632632,15835
1785111517.3132262,15834
1785111517.8566248,15834
1785111518.3991995,15834
1785111518.929766,15834
1785111519.461656,15834
1785111519.9915004,15834
1785111520.5272036,15834
1785111521.0628242,15834
1785111521.5968518,15834
1785111522.1321824,15834
1785111522.6654623,15834
1785111523.2002954,15834
1785111523.7452393,15834
1785111524.2880905,15834
1785111524.8185344,15834
1785111525.353333,15834
1785111525.8848355,15834
1785111526.4326894,15834
1785111526.9809134,15834
1785111527.5267556,15834
1785111528.0601518,15834
1785111528.6044986,15834
1785111529.151265,15834
1785111529.695449,15834
1785111530.2263978,15834
1785111530.7585096,15834
1785111531.303823,15834
1785111531.8366833,15834
1785111532.382556,15834
1785111532.9303443,15834
1785111533.4600384,15834
1785111534.0066948,15834
1785111534.5539331,15834
1785111535.08354,15834
1785111535.61697,15834
1785111536.1613517,15834
1785111536.707307,15834
1785111537.2378314,15834
1785111537.7694826,15834
1785111538.3009658,15834
1785111538.8372362,15834
1785111539.3656285,15834
1785111539.9128432,15834
1785111540.4586887,15834
1785111541.0033872,15834
1785111541.5367634,15834
1785111542.080469,15834
1785111542.6133776,15834
1785111543.146094,15834
1785111543.6903355,15834
1785111544.221999,15834
1785111544.7605002,15834
1785111545.291033,15834
1785111545.8236897,15834
1785111546.356287,15834
1785111546.887861,15834
1785111547.435148,15834
1785111547.9682288,15834
1785111548.5158834,15834
1785111549.0463405,15834
1785111549.5964723,15834
1785111550.1441774,15834
1785111550.697803,15834
1785111551.2335534,15834
1785111551.76814,15834
1785111552.3119366,15834
1785111552.857448,15834
1785111553.3909779,15834
1785111553.9246488,15834
1785111554.4560025,15834
1785111554.9865417,15839
1785111555.535032,15839
1785111556.082143,15839
1785111556.6257496,15839
1785111557.1737258,15846
1785111557.7156012,15846
1785111558.2498417,15846
1785111558.8006065,15844
1785111559.3429384,15844
1785111559.8750505,15844
1785111560.4100084,15844
1785111560.9449873,12629
1785111561.490095,12627
1785111562.0349545,12627
1785111562.5673456,12627
1785111563.1160102,12624
1785111563.6608763,12631
1785111564.2065086,12623
1785111564.7538307,12623
1785111565.2978082,12623
1785111565.847897,12758
1785111566.3937383,13334
1785111566.9385257,13848
1785111567.4844003,14363
1785111568.040745,14875
1785111568.5844653,15393
1785111569.1178865,15904
1785111569.6495302,15904
1785111570.1964865,15900
1785111570.7426975,15900
1785111571.283061,15900
1785111571.8207948,15900
1785111572.3699846,15905
1785111572.8998308,15905
1785111573.4469304,15905
1785111573.9777606,15905
1785111574.5293925,15905
1785111575.0600328,15905
1785111575.596111,15905
1785111576.1275957,15905
1785111576.657994,15908
1785111577.2042098,15904
1785111577.7387648,15904
1785111578.272859,15904
1785111578.8209827,15907
1785111579.366581,15907
1785111579.9141192,15907
1785111580.4450123,15908
1785111580.993196,15908
1785111581.5353017,15908
1785111582.0687993,15908
1785111582.6019533,15908
1785111583.1339755,15908
1785111583.6690938,15907
1785111584.1988015,15906
1785111584.7338207,15906
1785111585.265502,15906
1785111585.797816,15898
1785111586.3300657,15898
1785111586.8635538,15897
1785111587.3949919,15902
1785111587.9410462,15902
1785111588.4741683,15902
1785111589.003105,15897
1785111589.5329378,15897
1785111590.064957,15897
1785111590.596224,15897
1785111591.141123,15897
1785111591.6696963,15897
1785111592.2015011,15897
1785111592.7355003,15897
1785111593.2683084,15897
1785111593.8013992,15897
1785111594.3355875,15897
1785111594.868851,15897
1785111595.4169705,15897
1785111595.9623833,15892
1785111596.5084753,15892
1785111597.040412,15892
1785111597.575114,15892
1785111598.1081097,15892
1785111598.6425273,15892
1785111599.1784227,15892
1785111599.711625,15892
1785111600.2602444,15892
1785111600.79247,15892
1785111601.340002,15892
1785111601.874021,15892
1785111602.4214675,15892
1785111602.970814,15906
1785111603.5164115,15910
1785111604.0556283,15910
1785111604.5884345,15910
1785111605.1331522,15909
1785111605.6769183,15910
1785111606.2245216,15909
1785111606.7717836,15904
1785111607.3161635,15904
1785111607.8614542,15900
1785111608.3919566,15906
1785111608.925576,15906
1785111609.4706364,15905
1785111610.0039482,15905
1785111610.5485246,15905
1785111611.0771875,15905
1785111611.607458,15905
1785111612.1509423,15906
1785111612.696918,15906
1785111613.2420137,15906
1785111613.7835171,15906
1785111614.3171282,15906
1785111614.848737,15906
1785111615.3818414,15906
1785111615.9138448,15907
1785111616.445604,15907
1785111616.9770799,15907
1785111617.5071995,15907
1785111618.052611,15908
1785111618.5835955,15908
1785111619.1141288,15908
1785111619.645098,15908
1785111620.1771185,15908
1785111620.7290049,15908
1785111621.2770875,15903
1785111621.8107479,15903
1785111622.3427377,15903
1785111622.8766656,15903
1785111623.4291785,15903
1785111623.9717617,15903
1785111624.5036254,15906
1785111625.0342221,15906
1785111625.5687728,15912
1785111626.0997405,15912
1785111626.6467593,15912
1785111627.1911988,15912
1785111627.7214353,15912
1785111628.2550244,15912
1785111628.8029492,15912
1785111629.3473141,15912
1785111629.8974433,15912
1785111630.4460206,15912
1785111630.999241,15912
1785111631.5429306,15912
1785111632.0892591,15894
1785111632.6355662,15894
1785111633.18022,15894
1785111633.7109883,15894
1785111634.2413456,15894
1785111634.7711194,15894
1785111635.3026986,15894
1785111635.8355424,15894
1785111636.3705535,15894
1785111636.9015439,15894
1785111637.4369304,15894
1785111637.9678745,15894
1785111638.500569,15894
1785111639.0337276,15909
1785111639.569199,15909
1785111640.1014051,15910
1785111640.6313922,15910
1785111641.1623316,15910
1785111641.697949,15910
1785111642.2413645,15910
1785111642.7841523,15910
1785111643.3192716,15910
1785111643.851489,15910
1785111644.3833082,15910
1785111644.9120452,15910
1785111645.447317,15910
1785111645.9784346,15911
1785111646.5111794,15911
1785111647.0469584,15911
1785111647.5805511,15911
1785111648.1141727,15910
1785111648.6463706,15897
1785111649.1794217,15897
1785111649.7306023,15910
1785111650.2776992,15910
1785111650.8215427,15916
1785111651.366022,15919
1785111651.896907,15919
1785111652.4307234,15922
1785111652.9755812,15915
1785111653.5345337,15915
1785111654.0793343,15910
1785111654.624114,15968
1785111655.1715758,15964
1785111655.7232726,15964
1785111656.268896,15964
1785111656.8166244,15963
1785111657.3616624,15952
1785111657.9078436,15952
1785111658.43991,15946
1785111658.9755373,15943
1785111659.5068657,15943
1785111660.038894,15943
1785111660.5686226,15938
1785111661.0996525,15938
1785111661.631829,15920
1785111662.175041,15908
1785111662.7083442,15908
1785111663.24013,15908
1785111663.7729442,15903
1785111664.3160071,15925
1785111664.8495824,15925
1785111665.378708,15925
1785111665.910563,15925
1785111666.439761,15925
1785111666.9719193,15914
1785111667.5160248,15914
1785111668.061778,15914
1785111668.5913186,15914
1785111669.128879,15924
1785111669.6596606,15920
1785111670.1903057,15917
1785111670.7215881,15917
1785111671.2686226,15918
1785111671.814761,15929
1785111672.3633053,15926
1785111672.9087,15927
1785111673.4560852,15927
1785111674.000731,15931
1785111674.5459082,15931
1785111675.0771985,15931
1785111675.612517,15931
1785111676.159012,15929
1785111676.7066457,15929
1785111677.2409825,15910
1785111677.7894835,15905
1785111678.323581,15905
1785111678.8583734,15905
1785111679.4059236,15909
1785111679.9401183,15909
1785111680.470715,15905
1785111681.0062637,15905
1785111681.5525064,15919
1785111682.098817,15919
1785111682.643971,15924
1785111683.1925519,15936
1785111683.7372591,15935
1785111684.2815723,15931
1785111684.8286455,15931
1785111685.375676,15914
1785111685.9233587,15914
1785111686.4655197,15905
1785111687.0114844,15904
1785111687.5436528,15891
1785111688.0866933,15891
1785111688.618303,15879
1785111689.1535141,15873
1785111689.6980226,15873
1785111690.2437086,15873
1785111690.787821,15873
1785111691.320757,15873
1785111691.8545294,15896
1785111692.3994577,15903
1785111692.9438686,15903
1785111693.4768605,15903
1785111694.0078523,15903
1785111694.538323,15903
1785111695.072103,15903
1785111695.6177633,15890
1785111696.1587534,15889
1785111696.7033572,15889
1785111697.2356148,15888
1785111697.76879,15887
1785111698.3010547,15887
1785111698.8385792,15885
1785111699.3844428,15885
1785111699.9318802,15876
1785111700.4772666,15876
1785111701.0246193,15901
1785111701.5708957,15896
1785111702.1205049,15901
1785111702.6663787,15906
1785111703.2133007,15903
1785111703.7576454,15889
1785111704.3009067,15717
1785111704.831869,15717
1785111705.3783793,15717
1785111706.4553926,3198
1785111706.9998977,3202
1785111707.5316346,3202
1785111708.0758052,3200
1785111708.6041448,3199
1785111709.135484,3197
1785111709.6795342,3191
1785111710.2115614,3190
1785111710.7447367,3190
1785111711.2885666,3187
1785111711.820854,3188
1785111712.3558166,3188
1785111712.8896346,3188
1785111713.4220178,3188
1785111713.9563785,3188
1785111714.4893973,3188
1785111715.0359073,3188
1785111715.567215,3188
1785111716.0993092,3188
1785111716.627799,3188
1785111717.1599295,3187
1785111717.693745,3187
1785111718.223372,3187
1785111718.769299,3185
1785111719.2999542,3195
1785111719.8315504,3195
1785111720.3620663,3195
1785111720.8968089,3195
1785111721.4391973,3195
1785111721.9719489,3195
1785111722.5069144,3185
1785111723.049303,3191
1785111723.595066,3194
1785111724.1255884,3206
1785111724.6600223,3207
1785111725.1916656,3208
1785111725.7229755,3209
1785111726.2566845,3209
1785111726.7882621,3208
1785111727.3178961,3208
1785111727.8632283,3208
1785111728.4049046,3209
1785111728.937042,3209
1785111729.4791842,3206
1785111730.0110347,3206
1785111730.556321,3199
1785111731.1037192,3199
1785111731.6494236,3221
1785111732.1804886,3221
1785111732.7166154,3221
1785111733.2483552,3218
1785111733.7973423,3219
1785111734.340357,3219
1785111734.8737638,3224
1785111735.4073927,3224
1785111735.940395,3224
1785111736.4715264,3223
1785111737.0016947,3212
1785111737.533496,3192
1785111738.0631168,3192
1785111738.5967185,3192
1785111739.1312566,3192
1785111739.675238,3192
1785111740.208767,3192
1785111740.744152,3194
1785111741.2747579,3195
1785111741.8055227,3195
1785111742.3405695,3195
1785111742.8736606,3196
1785111743.408096,3195
1785111743.9397004,3195
1785111744.4710138,3195
1785111745.015605,3195
1785111745.5463498,3195
1785111746.0776196,3197
1785111746.6089115,3197
1785111747.1439412,3196
1785111747.6764462,3195
1785111748.2071905,3194
1785111748.739957,3194
1785111749.2703063,3194
1785111749.817465,3194
1785111750.3489673,3193
1785111750.893366,3192
1785111751.423015,3192
1785111751.9547167,3192
1785111752.499598,3192
1785111753.0330355,3193
1785111753.5774028,3194
1785111754.122211,3201
1785111754.6523721,3201
1785111755.1888564,3201
1785111755.7210474,3201
1785111756.2672977,3195
1785111756.8118432,3195
1785111757.3593276,3199
1785111757.890026,3199
1785111758.42433,3201
1785111758.9578695,3201
1785111759.4906511,3201
1785111760.0201771,3201
1785111760.5518198,3199
1785111761.0817046,3196
1785111761.6147275,3192
1785111762.1587374,3192
1785111762.6903527,3192
1785111763.2258148,3192
1785111763.7604618,3192
1785111764.2949104,3194
1785111764.8420887,3195
1785111765.373984,3195
1785111765.908311,3196
1785111766.4383948,3196
1785111766.970842,3195
1785111767.5008435,3195
1785111768.033202,3196
1785111768.5633698,3196
1785111769.096263,3196
1785111769.640454,3196
1785111770.1859274,3196
1785111770.7200954,3196
1785111771.2525444,3195
1785111771.8022914,3195
1785111772.3420978,3198
1785111772.8750405,3198
1785111773.4221878,3198
1785111773.9688127,3198
1785111774.5147061,3196
1785111775.047243,3196
1785111775.5797656,3196
1785111776.1124027,3196
1785111776.6533115,3188
1785111777.1855803,3188
1785111777.7162652,3192
1785111778.2630396,3192
1785111778.8080835,3192
1785111779.3559082,3193
1785111779.8873346,3220
1785111780.4239855,3220
1785111780.955553,3220
1785111781.490962,3220
1785111782.0274026,3220
1785111782.5586789,3220
1785111783.0876904,3216
1785111783.6322129,3215
1785111784.1792648,3215
1785111784.7232978,3215
1785111785.2572365,3215
1785111785.7894008,3215
1785111786.3202677,3212
1785111786.8504002,3208
1785111787.3810058,3204
1785111787.9135578,3199
1785111788.445883,3205
1785111788.9792972,3205
1785111789.510492,3205
1785111790.041194,3205
1785111790.5726933,3206
1785111791.1017413,3207
1785111791.634658,3207
1785111792.1792846,3207
1785111792.7101061,3209
1785111793.2425346,3209
1785111793.7740824,3209
1785111794.3080862,3213
1785111794.8388844,3213
1785111795.3834703,3211
1785111795.9151711,3211
1785111796.453179,3204
1785111796.9857547,3204
1785111797.5217624,3204
1785111798.068139,3204
1785111798.60152,3204
1785111799.133238,3204
1785111799.6651962,3204
1785111800.2190804,3211
1785111800.7584043,3228
1785111801.289669,3230
1785111801.837348,3237
1785111802.383701,3239
1785111802.9154072,3240
1785111803.4482236,3247
1785111803.9930282,3250
1785111804.5381763,3252
1785111805.0851798,3256
1785111805.6296666,3280
1785111806.1611443,3274
1785111806.692745,3266
1785111807.221656,3256
1785111807.7517407,3256
1785111808.2829044,3241
1785111808.8138366,3244
1785111809.345879,3244
1785111809.8783724,3244
1785111810.4293554,3263
1785111810.9619434,3257
1785111811.493641,3257
1785111812.0396628,3260
1785111812.5673609,3256
1785111813.1015508,3257
1785111813.6452541,3249
1785111814.1812828,3257
1785111814.7115185,3261
1785111815.2409341,3262
1785111815.7690134,3262
1785111816.2999496,3262
1785111816.833104,3262
1785111817.3653817,3262
1785111817.8952272,3261
